lemma,bridge_rank,pos,,
vinetum,8216,Noun,,
phoca,12372,Noun,,
delphinus,4286,Noun,,
incurso,7452,Verb,,
lasso,3889,Verb,,
ieiunium,5458,Noun,,
phocis,11694,Noun,,
deucalion,8421,Noun,,
corycides,20965,Noun,,
fatidicus,6882,Adjective,,
stagno,7010,Verb,,
innocuus,5294,Adjective,,
tricuspis,20965,Adjective,,
innatus,9796,Adjective,,
bucina,6619,Noun,,
tortilis,14166,Adjective,,
inflo,3422,Verb,,
desolo,6882,Verb,,
supersto,4696,Verb,,
patruelis,12372,Adjective,,
cephisias,20965,Noun,,
irroro,9184,Verb,,
muscus,8659,Noun,,
reparabilis,11694,Adjective,,
voluto,4405,Verb,,
promethiades,20965,Noun,,
epimethis,20965,Noun,,
augurium,4325,Noun,,
titanius,11694,Adjective,,
monitum,5758,Noun,,
recingo,8659,Verb,,
rigor,3720,Noun,,
femineus,2976,Adjective,,
percalesco,14166,Verb,,
intumesco,5758,Verb,,
septemfluus,17604,Adjective,,
vapor,2640,Noun,,
diluvium,9485,Noun,,
lutulentus,7827,Adjective,,
recandesco,14166,Verb,,
python,8421,Noun,,
arcitenens,14166,Adjective,,
letalis,5946,Adjective,,
pythia,7620,Noun,,
aesculeus,20965,Adjective,,
daphne,9796,Noun,,
gestamen,7452,Noun,,
elido,4092,Verb,,
obtundo,5675,Verb,,
harundo,2994,Noun,,
apollineus,7129,Adjective,,
aversor,5531,Verb,,
suffundo,5102,Verb,,
stipula,6116,Noun,,
tenedos,7010,Noun,,
concordo,9184,Verb,,
inventum,8216,Noun,,
opifer,17604,Adjective,,
sanabilis,10193,Adjective,,
imperfectus,4405,Adjective,,
inhaereo,4325,Verb,,
adflo,5170,Verb,,
paean,8017,Noun,,
haemonius,6032,Adjective,,
aspargo,7129,Noun,,
grator,6116,Verb,,
populifer,17604,Adjective,,
spercheos,15606,Noun,,
irrequietus,10611,Adjective,,
apidanus,17604,Noun,,
amphrysus,17604,Noun,,
aeas,20965,Noun,,
io,6619,Noun,,
lerna,9796,Noun,,
lyrceus,20965,Adjective,,
occulo,4120,Verb,,
inachides,14166,Noun,,
socia,7129,Noun,,
arestorides,20965,Noun,,
argus,5850,Noun,,
pascor,4814,Verb,,
arboreus,8017,Adjective,,
incubo,4325,Verb,,
limosus,7827,Adjective,,
mugitus,4981,Noun,,
inachis,12372,Noun,,
naias,8017,Noun,,
ingemino,6882,Verb,,
suspirium,5102,Noun,,
stello,7285,Verb,,
phoronis,15606,Noun,,
somnifer,14166,Adjective,,
avena,6740,Noun,,
iunonius,9184,Adjective,,
atlantis,10611,Noun,,
nonacrinus,13204,Adjective,,
syrinx,11694,Noun,,
ortygia,8902,Noun,,
latonia,12372,Noun,,
corneus,10611,Adjective,,
pan,5294,Noun,,
praecingo,5294,Verb,,
avium,14166,Noun,,
harenosus,8216,Adjective,,
ladon,10611,Noun,,
compago,12372,Noun,,
adoperio,8421,Verb,,
supprimo,3983,Verb,,
extemplo,3133,Adverb,,
falcatus,8902,Adjective,,
quique,10193,Pronoun,,
argolicus,4757,Adjective,,
resupinus,7285,Adjective,,
luctisonus,20965,Adjective,,
saeta,5675,Noun,,
retempto,15606,Verb,,
liniger,11694,Adjective,,
epaphus,12372,Noun,,
clymene,9796,Noun,,
refello,6116,Verb,,
merops,15606,Noun,,
iubar,4757,Noun,,
conterminus,8017,Adjective,,
scitor,9485,Verb,,
sidereus,4639,Adjective,,
pyropus,15606,Noun,,
biforis,13204,Adjective,,
valva,8421,Noun,,
mulciber,7827,Noun,,
caelo,4371,Verb,,
canor,9485,Noun,,
balaena,15606,Noun,,
aegaeon,12372,Noun,,
doris,9184,Noun,,
smaragdus,6414,Noun,,
spiceus,9796,Adjective,,
auctumnus,6512,Noun,,
glacialis,6619,Adjective,,
hirsutus,5379,Adjective,,
amplexus,2787,Noun,,
alipes,10193,Adjective,,
moderamen,7452,Noun,,
ignifer,8216,Adjective,,
iovis,5231,Noun,,
vertigo,8659,Noun,,
volumen,3755,Noun,,
scorpio,17604,Noun,,
cancer,6116,Noun,,
quadrupes,4918,Noun,,
monitus,3917,Noun,,
vulcanius,9485,Adjective,,
curvatura,15606,Noun,,
chrysolitus,13204,Noun,,
repercutio,7620,Verb,,
lucifer,4814,Noun,,
rubesco,6512,Verb,,
evanesco,5758,Verb,,
vomo,3720,Verb,,
praesaepe,5170,Noun,,
medicamen,6312,Noun,,
praesagus,8659,Adjective,,
curvamen,10193,Noun,,
australis,8902,Adjective,,
arctos,7827,Noun,,
effulgo,6619,Verb,,
pyrois,14166,Noun,,
eous,10611,Noun,,
aethon,9796,Noun,,
phlegon,20965,Noun,,
flammifer,10193,Adjective,,
repagula,9485,Noun,,
saltus,5170,Noun,,
succutio,11106,Verb,,
quadriiugus,11694,Adjective,,
formidabilis,10193,Adjective,,
concavo,20965,Verb,,
minito,12372,Verb,,
rima,4918,Noun,,
canesco,11694,Verb,,
cilix,6116,Adjective,,
tmolus,8216,Noun,,
oete,9184,Noun,,
oeagrus,17604,Adjective,,
biceps,10611,Adjective,,
eryx,6619,Noun,,
cynthus,9184,Noun,,
othrys,13204,Noun,,
dindyma,11694,Noun,,
mycale,15606,Noun,,
cithaeron,7452,Noun,,
nubifer,12372,Adjective,,
fornax,5102,Noun,,
candesco,11694,Verb,,
rapto,6216,Verb,,
defleo,3536,Verb,,
boeotia,8216,Noun,,
dirce,9796,Noun,,
amymone,13204,Noun,,
ephyra,12372,Noun,,
pirenis,17604,Noun,,
teuthrantius,17604,Adjective,,
caicus,10611,Noun,,
ismenus,11106,Noun,,
phegiacus,20965,Adjective,,
lycormas,8659,Noun,,
recurvo,13204,Verb,,
maeander,10611,Noun,,
melas,15606,Noun,,
taenarius,9184,Adjective,,
orontes,8902,Noun,,
thermodon,13204,Noun,,
ganges,6312,Noun,,
alpheus,8902,Noun,,
spercheis,20965,Adjective,,
maeonia,12372,Noun,,
flumineus,8017,Adjective,,
caystrus,14166,Noun,,
pulverulentus,7620,Adjective,,
ismaricus,10193,Adjective,,
strymon,11694,Noun,,
thybris,4537,Noun,,
dissilio,5531,Verb,,
ministro,2524,Verb,,
chaos,6312,Noun,,
ulter,4120,Adjective,,
lacer,4201,Adjective,,
eridanus,7129,Noun,,
trifidus,11694,Adjective,,
percenseo,6882,Verb,,
exanimus,3889,Adjective,,
heliades,12372,Noun,,
palmus,11694,Noun,,
phaethusa,20965,Noun,,
vello,3720,Verb,,
derigesco,8902,Verb,,
lampetie,15606,Noun,,
rigesco,9184,Verb,,
electrum,7827,Noun,,
stheneleius,17604,Adjective,,
cycnus,13204,Noun,,
acumen,4757,Noun,,
perodi,7285,Adjective,,
actum,2601,Noun,,
fator,17604,Verb,,
orbo,5593,Verb,,
ignipes,20965,Adjective,,
obiecto,4054,Verb,,
im–puto,3477,Verb,,
labefacio,6414,Verb,,
reviresco,10193,Verb,,
illa,7620,Adverb,,
retendo,9796,Verb,,
iurgium,3176,Noun,,
modero,15606,Verb,,
foro,8659,Verb,,
dictynna,11106,Noun,,
attollo,2033,Verb,,
lunaris,10193,Adjective,,
venatus,5758,Noun,,
superfundo,7129,Verb,,
parrhasis,14166,Adjective,,
velamen,4869,Noun,,
arcas,14166,Noun,,
indolesco,8902,Verb,,
obverto,5675,Verb,,
ursa,5231,Noun,,
latratus,6216,Noun,,
venatrix,10611,Noun,,
per–timeo,12372,Verb,,
nexilis,11694,Adjective,,
erymanthius,17604,Adjective,,
vulnificus,12372,Adjective,,
fulcio,3035,Verb,,
infit,6312,Verb,,
circulus,4286,Noun,,
sons,5946,Adjective,,
ferinus,5379,Adjective,,
alumna,8017,Noun,,
pavo,6512,Noun,,
nigro,8216,Verb,,
labes,3501,Noun,,
coronis,15606,Noun,,
inobservatus,13204,Adjective,,
phoebeus,6414,Adjective,,
exorabilis,9796,Adjective,,
garrulus,4757,Adjective,,
praesagium,5675,Noun,,
erichthonius,17604,Noun,,
actaeon,9184,Noun,,
textum,6512,Noun,,
cecrops,7620,Noun,,
pandrosos,17604,Noun,,
herse,13204,Noun,,
aglauros,14166,Noun,,
apporrectus,20965,Adjective,,
phocaicus,14166,Adjective,,
coroneus,20965,Noun,,
spatior,5379,Verb,,
nigresco,10193,Verb,,
inculpatus,20965,Adjective,,
nyctimene,15606,Noun,,
lesbos,8902,Noun,,
temero,6032,Verb,,
revocamen,15606,Noun,,
cornus,8421,Noun,,
indevitatus,20965,Adjective,,
hactenus,2731,Adverb,,
conlabor,4160,Verb,,
medicus,7285,Adjective,,
malleus,13204,Noun,,
alba,15606,Noun,,
semifer,9184,Adjective,,
charicles,15606,Noun,,
ocyrrhoe,20965,Noun,,
vaticinus,17604,Adjective ,,
salutifer,8017,Adjective,,
mortalia,9796,Noun,,
crucio,3720,Verb,,
cognatus,5102,Noun,,
nempe,1736,Adverb,,
adligo,2676,Verb,,
palla,3983,Noun,,
novo,4455,Verb,,
philyreius,17604,Adjective,,
elis,6414,Noun,,
pastorius,17604,Adjective,,
baculum,4201,Noun,,
septeni,5758,Number,,
canna,9796,Noun,,
incustoditus,8216,Adjective,,
vicinia,5593,Noun,,
neleus,15606,Noun,,
versus,17604,Adjective,,
atlantiades,15606,Noun,,
caducifer,15606,Noun,,
munychius,20965,Adjective,,
despecto,7827,Verb,,
lyceum,15606,Noun,,
festum,4201,Noun,,
canistrum,11106,Noun,,
milvus,8017,Noun,,
exta,3819,Noun,,
actaeus,9184,Adjective,,
agilis,5758,Adjective,,
circino,12372,Verb,,
secus,5758,Noun,,
balearicus,14166,Adjective,,
incandesco,11694,Verb,,
limbus,10611,Noun,,
tersus,9796,Adjective,,
talarius,17604,Adjective,,
pleione,15606,Noun,,
matertera,8902,Noun,,
lemnicola,20965,Noun,,
squaleo,4757,Verb,,
tabum,7827,Noun,,
pervius,4537,Adjective,,
virago,8216,Noun,,
vipereus,7129,Adjective,,
caro,4120,Verb,,
semesus,9485,Adjective,,
liveo,6619,Verb,,
vigilax,17604,Adjective,,
in–tabesco,12372,Verb,,
tritonia,17604,Noun,,
tabes,5593,Noun,,
spineus,15606,Adjective,,
tritonis,10611,Adjective,,
hamatus,9184,Adjective,,
virus –i n,3962,Noun,,
pulmo,6414,Noun,,
fortuno,5758,Verb,,
illaesus,7010,Adjective,,
respiramen,20965,Noun,,
duresco,10193,Verb,,
indigena,6116,Noun,,
sidonis,14166,Noun,,
trisulcus,9184,Adjective,,
obambulo,13204,Verb,,
calceo,6032,Verb,,
aquaticus,17604,Adjective,,
armus,5758,Noun,,
palear,15606,Noun,,
agenor,8421,Noun,,
serta,9184,Noun,,
sensim,4696,Adverb,,
sinuo,6032,Verb,,
dictaeus,7452,Adjective,,
cadmus,5531,Noun,,
pererro,4160,Verb,,
profugus,11106,Noun,,
agenorides,13204,Noun,,
castalius,7010,Adjective,,
gressus,3009,Noun,,
cephisus,12372,Noun,,
compages,5675,Noun,,
crista,4918,Noun,,
praesignis,11106,Adjective,,
infaustus,4639,Adjective,,
squamosus,10193,Adjective,,
nexus,3366,Noun,,
phoenicus,20965,Adjective,,
vestigo,7129,Verb,,
leto,17604,Verb,,
molaris,10611,Noun,,
conamen,9184,Noun,,
squama,6512,Noun,,
spina,4696,Noun,,
hastile,6216,Noun,,
circumfluo,8659,Verb,,
albidus,13204,Adjective,,
halitus,7129,Noun,,
spira,7452,Noun,,
impeto,13204,Verb,,
venenifer,20965,Adjective,,
coniectus,9485,Noun,,
flagello,8421,Verb,,
fautrix,17604,Noun,,
conus,11694,Noun,,
clipeatus,11694,Adjective,,
tenor,5294,Noun,,
terrigena,8659,Noun,,
echion,12372,Noun,,
sidonius,5231,Adjective,,
lustrum,4918,Noun,,
hyanteus,15606,Adjective,,
croceus,5458,Adjective,,
nodosus,7010,Adjective,,
gargaphia,20965,Noun,,
succingo,4160,Verb,,
nemoralis,12372,Adjective,,
tofus,12372,Noun,,
gramineus,7827,Adjective,,
hiatus,3962,Noun,,
ismenis,15606,Adjective,,
crocale,20965,Noun,,
latex,3755,Noun,,
nephele,17604,Noun,,
hyale,20965,Noun,,
rhanis,20965,Noun,,
psecas,15606,Noun,,
phiale,17604,Noun,,
superemineo,8017,Verb,,
stipo,3286,Verb,,
ultrix,6740,Noun,,
praenuntius,8421,Adjective,,
cacumino,20965,Verb,,
autonoeius,20965,Adjective,,
melampus,11694,Noun,,
ichnobates,17604,Noun,,
spartanus,6216,Adjective,,
pamphagus,20965,Noun,,
dorceus,20965,Noun,,
oribasus,20965,Noun,,
nebrophonus,20965,Noun,,
laelaps,20965,Noun,,
theron,15606,Noun,,
pterelas,17604,Noun,,
nape,13204,Noun,,
poemenis,20965,Noun,,
harpyia,8216,Noun,,
substringo,8902,Verb,,
sicyonius,11694,Adjective,,
dromas,17604,Noun,,
canache,20965,Noun,,
sticte,20965,Noun,,
alce,20965,Noun,,
leucon,15606,Noun,,
asbolus,20965,Noun,,
praevalidus,7129,Adjective,,
laco,6032,Noun,,
aello,20965,Noun,,
thoos,17604,Noun,,
cyprio,20965,Noun,,
lycisca,20965,Noun,,
harpalus,10193,Noun,,
melaneus,17604,Noun,,
lachne,20965,Noun,,
labros,20965,Noun,,
arguidus,20965,Noun,,
hylactor,20965,Noun,,
melanchaetes,20965,Noun,,
theridamas,20965,Noun,,
oresitrophus,20965,Noun,,
anticipo,14166,Verb,,
hortatus,11106,Noun,,
tyria,20965,Noun,,
gemmo,9184,Verb,,
sulco,6032,Verb,,
anilis,6619,Adjective,,
beroe,12372,Noun,,
epidaurius,10611,Adjective,,
cadmeis,13204,Adjective,,
torrens,4639,Noun,,
malum,7452,Interjection,,
obsequium,1688,Noun,,
nubilis,7452,Adjective,,
immisceo,4092,Verb,,
inevitabilis,7827,Adjective,,
typhoeus,15606,Adjective,,
agenoreus,15606,Adjective,,
insuo,8421,Verb,,
ino,8902,Noun,,
cunae,6312,Noun,,
nysdeides,20965,Noun,,
incunabula,10611,Noun,,
sepono,4120,Verb,,
tiresias,8017,Noun,,
contrarium,12372,Noun,,
genetivus,20965,Adjective,,
inreprehensus,17604,Adjective,,
temptamen,17604,Noun,,
liriope,20965,Noun,,
narcissus,6116,Noun,,
resonabilis,20965,Adjective,,
echo,7129,Noun,,
deludo,5294,Verb,,
calesco,9485,Verb,,
circum–lino,10611,Verb,,
sulphur,4405,Noun,,
pudibundus,10193,Adjective,,
adsentio,5758,Verb,,
rhamnusia,17604,Noun,,
illimis,20965,Adjective,,
astupeo,17604,Verb,,
inexpletus,14166,Adjective,,
dilectio,8659,Noun,,
dryas,8659,Noun,,
as–sono,14166,Verb,,
feretrum,10193,Noun,,
achais,14166,Noun,,
echionides,17604,Noun,,
contemptor,6116,Noun,,
albeo,5531,Verb,,
bacche(ï)us,13204,Adjective,,
auguror,6414,Verb,,
procer,2976,Noun,,
anguigena,20965,Noun,,
magicus,3558,Adjective,,
tyros,20965,Noun,,
inermus,7620,Adjective,,
myrra,7827,Noun,,
actutum,5675,Adverb,,
assumo,2319,Verb,,
comminiscor,5593,Verb,,
advena,3422,Noun,,
athamas,8902,Noun,,
remoramen,20965,Noun,,
spumeus,8902,Adjective,,
cruento,6032,Verb,,
acoetes,12372,Noun,,
laniger,7285,Adjective,,
addisco,8659,Verb,,
regimen,6116,Noun,,
olenius,12372,Adjective,,
taygete,17604,Noun,,
chius,8017,Adjective,,
exsurgo,3286,Verb,,
opheltes,14166,Noun,,
titubo,4585,Verb,,
dictys,15606,Noun,,
libyssus,17604,Adjective,,
melanthus,20965,Noun,,
alcimedon,13204,Noun,,
epopeus,17604,Noun,,
lycabas,14166,Noun,,
proreus,20965,Noun,,
naxos,10611,Noun,,
hospitus,8216,Adjective,,
lineus,9485,Adjective,,
immurmuro,13204,Verb,,
aethalion,20965,Noun,,
recurvus,8659,Adjective,,
corymbus,8902,Noun,,
racemifer,15606,Adjective,,
pampineus,8017,Adjective,,
panthera,7452,Noun,,
medon,14166,Noun,,
pandus,8017,Adjective,,
resilio,7285,Verb,,
repandus,20965,Adjective,,
dividuus,8902,Adjective,,
ambages,5038,Noun,,
tubicen,8902,Noun,,
spectabilis,7452,Adjective,,
autonoe,14166,Noun,,
inous,14166,Adjective,,
agave,11106,Noun,,
ismenides,15606,Noun,,
alcithoe,15606,Noun,,
minyeias,15606,Noun,,
crinalis,8216,Adjective,,
sero,5850,Verb,,
frondeo,5593,Verb,,
vaticinor,7620,Verb,,
calathus,5946,Noun,,
bromius,9485,Noun,,
ignigena,20965,Noun,,
bimater,17604,Adjective,,
nysaeus,13204,Adjective,,
indetonsus,20965,Adjective,,
thyoneus,20965,Adjective,,
consitor,17604,Noun,,
nyctelius,15606,Adjective,,
eleleus,20965,Noun,,
euhan,17604,Noun,,
inconsumptus,17604,Adjective,,
ad,11106,Idiom,,
decolor,8017,Adjective,,
bipennifer,20965,Adjective,,
biiugis,9184,Adjective,,
baccha,7452,Noun,,
asellus,5038,Noun,,
concavus,7452,Adjective,,
foramen,4054,Noun,,
buxus,5458,Noun,,
minyeides,20965,Noun,,
intempestivus,5294,Adjective,,
stamen,3852,Noun,,
ave,6740,Interjection,,
dercetis,20965,Noun,,
palaestinus,11694,Adjective,,
moto,11106,Verb,,
contactus,7285,Noun,,
pyramus,6740,Noun,,
thisbe,6512,Noun,,
contiguus,8421,Adjective,,
coctilis,15606,Adjective,,
samiramis,11106,Noun,,
fissus,17604,Noun,,
pruinosus,8659,Adjective,,
ninus,15606,Noun,,
morus,11694,Noun,,
lea,11694,Noun,,
haustus,5231,Noun,,
accingo,4160,Verb,,
madefacio,6312,Verb,,
exhorresco,9184,Verb,,
suppleo,4918,Verb,,
permaturesco,20965,Verb,,
ordior,3558,Verb,,
iunonigena,20965,Noun,,
fabrilis,9796,Adjective,,
elimo,20965,Verb,,
lemnius,11106,Adjective,,
cythereius,13204,Adjective,,
hyperion,12372,Noun,,
leucothoe,10611,Noun,,
temperi,17604,Adverb,,
brumalis,8421,Adjective,,
aeaeus,10611,Adjective,,
clytie,15606,Noun,,
oblivium,7620,Noun,,
odorifer,15606,Adjective,,
eurynome,14166,Noun,,
orchamus,20965,Noun,,
belus,11106,Noun,,
inopinus,8017,Adjective,,
dif–famo,11694,Verb,,
immansuetus,11106,Adjective,,
defodio,5593,Verb,,
eneco,7827,Verb,,
phaethonteus,12372,Adjective,,
praequestus,20965,Adjective,,
deliquesco,17604,Verb,,
tureus,13204,Adjective,,
daphnis,5379,Noun,,
sithon,20965,Noun,,
adamas,6414,Noun,,
celmis,20965,Noun,,
curetes,10193,Noun,,
crocus,20965,Noun,,
smilax,20965,Noun,,
salmacis,11694,Noun,,
enervo,6740,Verb,,
remollio,17604,Verb,,
cythereis,20965,Noun,,
enutrio,13204,Verb,,
quinquennium,5850,Noun,,
altrix,8659,Noun,,
car,14166,Adjective,,
ulva,9796,Noun,,
iuncus,8659,Noun,,
perspicuus,3536,Adjective,,
ultima,4016,Noun,,
cytoriacus,17604,Adjective,,
sororius,11694,Adjective,,
referio,14166,Verb,,
applaudo,10611,Verb,,
transluceo,15606,Verb,,
vitrum,8421,Noun,,
subiecto,10193,Verb,,
polypus,11106,Noun,,
semimas,15606,Adjective,,
hermaphroditus,13204,Noun,,
semivir,7827,Noun,,
profano,9796,Verb,,
redoleo,6740,Verb,,
murra,12372,Noun,,
crocum,6414,Noun,,
viresco,10611,Verb,,
frondesco,10611,Verb,,
lampas,4696,Noun,,
fumidus,11106,Adjective,,
porrigo,12372,Noun,,
vesperus,9184,Adjective,,
exhalo,6032,Verb,,
sentus,14166,Adjective,,
imitamen,14166,Noun,,
implacabilis,6619,Adjective,,
distendo,4814,Verb,,
belides,13204,Noun,,
tisiphone,8421,Noun,,
inamabilis,8659,Adjective,,
thaumantias,14166,Noun,,
fluidus,7452,Adjective,,
aeolus,5946,Noun,,
acernus,8902,Adjective,,
corusco,5758,Verb,,
cerberus,17604,Adjective,,
echidna,17604,Noun,,
cicuta,7452,Noun,,
learchus,17604,Noun,,
passus,8659,Adjective,,
melicertes,14166,Noun,,
cavo,5946,Verb,,
neptis,8902,Noun,,
concretus,7620,Adjective,,
palaemon,7620,Noun,,
deplango,15606,Verb,,
gestus,3679,Noun,,
ostentum,9184,Noun,,
malus,8216,Noun,,
relego,6414,Verb,,
sidon,9796,Noun,,
incresco,7452,Verb,,
sibilo,8216,Verb,,
cristatus,8902,Adjective,,
abantiades,12372,Noun,,
gorgoneus,8659,Adjective,,
coluber,6619,Noun,,
immensum,7827,Noun,,
supervolo,17604,Verb,,
iapetionides,17604,Noun,,
sol,20965,Noun,,
anhelus,4869,Adjective,,
mirator,10611,Noun,,
parnasius,8659,Adjective,,
medusa,7010,Noun,,
hippotades,13204,Noun,,
aetnaeus,6414,Adjective,,
admonitor,20965,Noun,,
uncus,5593,Adjective,,
talaria,9796,Noun,,
cepheus,9184,Noun,,
ammon,6882,Noun,,
insono,7452,Verb,,
gorgona,15606,Noun,,
anguicomus,20965,Adjective,,
superator,12372,Noun,,
dotalis,6882,Adjective,,
praepes,8659,Adjective,,
squamiger,12372,Adjective,,
circumsonus,20965,Adjective,,
costa,5531,Noun,,
servator,7129,Noun,,
cassiope,14166,Noun,,
anguifer,15606,Adjective,,
phorcis,14166,Noun,,
induresco,10193,Verb,,
coralium,12372,Noun,,
indotatus,12372,Adjective,,
praecutio,20965,Verb,,
dependeo,5531,Verb,,
resero,3793,Verb,,
cephenus,20965,Adjective,,
lyncides,15606,Noun,,
munimen,9796,Noun,,
astus,4814,Noun,,
fragosus,14166,Adjective,,
falsum,3203,Noun,,
cephenes,15606,Noun,,
danaeius,15606,Adjective,,
fremidus,20965,Adjective,,
coniugialis,8216,Adjective,,
adsimulo,5170,Verb,,
exaspero,6312,Verb,,
phineus,7010,Noun,,
fraxineus,14166,Adjective,,
praeripio,5379,Verb,,
corniger,7129,Adjective,,
exsaturo,15606,Verb,,
stratum,6619,Noun,,
altare,9184,Noun,,
calcitro,14166,Verb,,
athis,15606,Noun,,
limnaee,20965,Noun,,
monile,5593,Noun,,
dissimulator,11694,Noun,,
penetrabilis,8421,Adjective,,
sinuosus,8216,Adjective,,
harpe,17604,Noun,,
acrisioniades,20965,Noun,,
acclino,17604,Verb,,
syenites,20965,Noun,,
metion,20965,Noun,,
phorbas,13204,Noun,,
amphimedon,20965,Noun,,
actorides,15606,Noun,,
erytus,20965,Noun,,
massa,6116,Noun,,
semiramius,15606,Adjective,,
polydegmon,20965,Noun,,
caucasius,8659,Adjective,,
abaris,17604,Noun,,
sperchionides,20965,Noun,,
lycetus,20965,Noun,,
helices,20965,Noun,,
phlegyas,17604,Noun,,
clytus,13204,Noun,,
idas,10611,Noun,,
hodites,20965,Noun,,
clymenus,17604,Noun,,
prothoenor,15606,Noun,,
hypseus,17604,Noun,,
emathion,17604,Noun,,
chromis,14166,Noun,,
decutio,6216,Verb,,
semianimis,7827,Adjective,,
broteas,17604,Noun,,
caestus,6216,Noun,,
ammon,20965,Noun,,
phineus,17604,Adjective,,
ampycus,20965,Noun,,
lampetides,20965,Noun,,
pedasus,20965,Noun,,
inlido,5038,Verb,,
cinyphius,11694,Adjective,,
pelates,20965,Noun,,
marmarides,20965,Noun,,
corythus,12372,Noun,,
perseius,17604,Adjective,,
nasamoniacus,20965,Adjective,,
dorylas,17604,Noun,,
singulto,17604,Verb,,
bactrius,20965,Adjective,,
halcyoneus,20965,Noun,,
clytius,11106,Noun,,
clanis,15606,Noun,,
celadon,20965,Noun,,
mendesius,20965,Adjective,,
astreus,20965,Noun,,
aethion,20965,Noun,,
thoactes,20965,Noun,,
agyrtes,20965,Noun,,
bellona,5379,Noun,,
chaonius,9796,Adjective,,
molpeus,17604,Noun,,
ethemon,17604,Noun,,
exstimulo,8421,Verb,,
uter,2577,Noun,,
cyllenis,20965,Noun,,
gorgo,6619,Noun,,
thescelus,20965,Noun,,
ampyx,20965,Noun,,
nileus,20965,Noun,,
septemplex,9796,Number,,
ementior,6512,Verb,,
primordium,3133,Noun,,
adaperio,9796,Verb,,
incurro,3108,Verb,,
aconteus,14166,Noun,,
concresco,4757,Verb,,
astyages,17604,Noun,,
saxificus,15606,Adjective,,
mando,5170,Verb,,
obnoxius,3308,Adjective,,
acrisioneus,17604,Adjective,,
colubrifer,20965,Adjective,,
polydectes,9184,Noun,,
seriphus,10193,Noun,,
inexorabilis,7827,Adjective,,
detrecto,6032,Verb,,
medusaeus,14166,Adjective,,
aurigena,20965,Noun,,
tritonius,7620,Adjective,,
cythnus,14166,Noun,,
gyaros,12372,Noun,,
mnemonides,17604,Noun,,
pyreneus,17604,Noun,,
daulis,17604,Noun,,
repurgo,10611,Verb,,
pica,8902,Noun,,
pierus,20965,Noun,,
pellaeus,9184,Adjective,,
paeonis,20965,Noun,,
euippe,20965,Noun,,
noviens,7620,Number,,
thespiades,15606,Noun,,
emathius,15606,Adjective,,
paeon,20965,Noun,,
nivosus,11694,Adjective,,
sedile,6512,Noun,,
caeles,9796,Adjective,,
aegyptius,3455,Adjective,,
feles,9184,Noun,,
ibis,17604,Noun,,
aonis,11694,Noun,,
